,location,total_sqft,bath,price,bhk
2694,Haralur Road,1890.0,3.0,84.0,3.0
2695,Haralur Road,1230.0,2.0,67.65,2.0
2696,Haralur Road,1194.0,2.0,46.0,2.0
2697,Haralur Road,1092.0,2.0,44.0,2.0
2699,Haralur Road,1255.0,3.0,90.0,3.0
2700,Haralur Road,1735.0,3.0,97.0,3.0
2701,Haralur Road,1810.0,3.0,97.83,3.0
2702,Haralur Road,1200.0,2.0,46.0,2.0
2703,Haralur Road,1243.0,2.0,46.0,2.0
2704,Haralur Road,1810.0,3.0,112.0,3.0
2705,Harlur,1508.0,2.0,77.0,2.0
2706,Harlur,1752.12,3.0,135.0,3.0
2709,Harlur,1709.0,3.0,150.0,3.0
2710,Harlur,1174.0,2.0,69.0,2.0
2711,Harlur,1033.0,2.0,49.0,2.0
2712,Harlur,1197.0,2.0,84.0,2.0
2713,Harlur,1757.0,3.0,132.0,3.0
2714,Harlur,1174.0,2.0,76.0,2.0
2715,Harlur,1754.0,3.0,125.0,3.0
2716,Harlur,1290.0,2.0,85.0,2.0
2717,Harlur,1752.12,3.0,116.0,3.0
2718,Harlur,1754.0,3.0,135.0,3.0
2719,Harlur,1754.0,3.0,124.0,3.0
2720,Harlur,1152.0,2.0,69.0,2.0
2721,Harlur,1290.0,2.0,87.0,2.0
2722,Harlur,1749.0,3.0,115.0,3.0
2723,Harlur,3385.0,4.0,260.0,4.0
2724,Harlur,2240.0,5.0,155.0,3.0
2725,Harlur,1758.0,3.0,133.0,3.0
2727,Harlur,1197.0,2.0,79.0,2.0
2728,Harlur,1174.0,2.0,78.0,2.0
2731,Harlur,1197.0,2.0,79.0,2.0
2732,Harlur,1749.0,3.0,112.0,3.0
2733,Harlur,1174.0,2.0,75.0,2.0
2734,Harlur,1750.0,3.0,136.0,3.0
2735,Harlur,1620.0,3.0,110.0,3.0
2738,Harlur,1459.0,3.0,135.0,3.0
2739,Harlur,1762.0,3.0,133.0,3.0
2740,Harlur,1756.0,3.0,131.0,3.0
2741,Harlur,1755.0,3.0,130.0,3.0
2742,Harlur,1864.0,3.0,140.0,3.0
2743,Harlur,1331.0,2.0,88.0,2.0
2744,Harlur,1752.12,3.0,133.0,3.0
2745,Harlur,1133.0,2.0,55.0,2.0
2746,Harlur,1756.0,3.0,128.0,3.0
2747,Harlur,1749.0,3.0,120.0,3.0
2748,Harlur,1197.0,2.0,82.0,2.0
2749,Harlur,1303.0,2.0,90.0,2.0
2750,Harlur,1754.0,3.0,132.0,3.0
2751,Harlur,1174.0,2.0,75.0,2.0
2752,Harlur,1756.0,3.0,134.0,3.0
2753,Harlur,1197.0,2.0,78.0,2.0
2754,Harlur,1290.0,2.0,89.9,2.0
2755,Harlur,1386.0,2.0,85.0,2.0
2756,Harlur,1174.0,2.0,74.0,2.0
2757,Harlur,1174.0,2.0,78.0,2.0
2759,Harlur,1755.0,3.0,115.0,3.0
2760,Harlur,2569.0,4.0,175.0,4.0
2762,Harlur,1197.0,2.0,77.0,2.0
2763,Harlur,1752.12,3.0,125.0,3.0
2764,Harlur,2569.0,5.0,180.0,4.0
2765,Harlur,1225.0,2.0,56.0,2.0
2766,Harlur,1197.0,2.0,76.0,2.0
2768,Harlur,1197.0,2.0,75.0,2.0
2769,Harlur,1755.0,3.0,117.0,3.0
2770,Harlur,1197.0,2.0,79.9,2.0
2771,Harlur,936.0,2.0,45.0,2.0
2772,Harlur,2990.0,4.0,225.0,4.0
2773,Harlur,1370.0,2.0,88.0,2.0
2774,Hebbal,1760.0,2.0,123.0,3.0
2776,Hebbal,1349.0,2.0,98.2,2.0
2777,Hebbal,2483.0,5.0,212.0,4.0
2778,Hebbal,1760.0,2.0,130.0,3.0
2779,Hebbal,3450.0,5.0,260.0,3.0
2780,Hebbal,1920.0,3.0,134.0,3.0
2781,Hebbal,1337.0,2.0,82.0,2.0
2782,Hebbal,1349.0,2.0,98.0,2.0
2783,Hebbal,1036.0,2.0,50.0,2.0
2786,Hebbal,1790.0,3.0,127.0,3.0
2787,Hebbal,2790.0,5.0,198.0,4.0
2788,Hebbal,1985.0,4.0,189.0,3.0
2789,Hebbal,2483.0,5.0,215.0,4.0
2790,Hebbal,1080.0,2.0,54.0,2.0
2791,Hebbal,812.0,2.0,55.0,2.0
2792,Hebbal,2790.0,4.0,198.0,4.0
2793,Hebbal,1075.0,2.0,52.0,2.0
2794,Hebbal,3067.0,4.0,230.0,4.0
2795,Hebbal,1040.0,2.0,50.0,2.0
2796,Hebbal,2526.0,2.0,250.0,3.0
2797,Hebbal,3067.0,4.0,230.0,4.0
2799,Hebbal,823.0,2.0,50.63,2.0
2800,Hebbal,1420.0,2.0,123.0,2.0
2802,Hebbal,1420.0,2.0,99.39,2.0
2803,Hebbal,4235.0,4.0,365.0,4.0
2804,Hebbal,1700.0,3.0,124.0,3.0
2805,Hebbal,3960.0,5.0,386.0,4.0
2807,Hebbal,1420.0,2.0,99.39,2.0
2809,Hebbal,1440.0,2.0,115.0,2.0
2810,Hebbal,1100.0,2.0,54.0,2.0
2812,Hebbal,2400.0,4.0,180.0,3.0
2814,Hebbal,1420.0,2.0,107.0,2.0
2815,Hebbal,1320.0,2.0,92.0,2.0
2816,Hebbal,919.0,2.0,49.0,2.0
2817,Hebbal,1645.0,3.0,135.0,3.0
2818,Hebbal,2080.0,3.0,175.0,3.0
2820,Hebbal,2483.0,5.0,230.0,4.0
2821,Hebbal,2600.0,3.0,195.0,3.0
2822,Hebbal,1645.0,3.0,117.0,3.0
2823,Hebbal,1251.0,2.0,88.73,2.0
2824,Hebbal,1645.0,3.0,121.0,3.0
2825,Hebbal,1760.0,3.0,123.0,3.0
2826,Hebbal,2790.0,4.0,198.0,4.0
2827,Hebbal,3960.0,5.0,386.0,4.0
2828,Hebbal,1645.0,3.0,120.0,3.0
2829,Hebbal,1255.0,2.0,90.0,3.0
2830,Hebbal,1645.0,3.0,117.0,3.0
2833,Hebbal,1636.0,3.0,119.0,3.0
2834,Hebbal,1255.0,2.0,95.0,3.0
2835,Hebbal,2790.0,4.0,198.0,4.0
2837,Hebbal,1255.0,2.0,95.0,3.0
2838,Hebbal,1088.0,2.0,61.45,2.0
2839,Hebbal,1349.0,2.0,97.8,2.0
2841,Hebbal,1344.0,2.0,108.0,2.0
2842,Hebbal,1255.0,2.0,90.0,3.0
2844,Hebbal,1138.0,2.0,110.0,2.0
2845,Hebbal,2790.0,5.0,204.0,4.0
2846,Hebbal,1088.0,2.0,62.0,2.0
2847,Hebbal,1987.0,4.0,165.0,3.0
2848,Hebbal,2790.0,5.0,198.0,4.0
2849,Hebbal,1299.0,2.0,100.0,2.0
2850,Hebbal,1200.0,2.0,60.0,2.0
2851,Hebbal,1645.0,3.0,117.0,3.0
2852,Hebbal,1390.0,2.0,95.0,2.0
2853,Hebbal,1333.0,2.0,100.0,2.0
2855,Hebbal,2650.0,4.0,199.0,3.0
2856,Hebbal,1800.0,3.0,140.0,3.0
2858,Hebbal,2470.0,4.0,203.0,4.0
2859,Hebbal,1255.0,2.0,95.0,3.0
2860,Hebbal,1333.0,2.0,104.0,2.0
2861,Hebbal,1645.0,3.0,117.0,3.0
2862,Hebbal,2600.0,3.0,199.0,3.0
2863,Hebbal,1345.0,2.0,97.0,2.0
2865,Hebbal,985.0,2.0,62.0,2.0
2866,Hebbal,1320.0,2.0,91.0,2.0
2867,Hebbal,2388.0,3.0,195.0,3.0
2868,Hebbal,1040.0,2.0,55.0,2.0
2870,Hebbal,2600.0,3.0,195.0,3.0
2871,Hebbal,1075.0,2.0,52.0,2.0
2872,Hebbal,2790.0,5.0,198.0,4.0
2873,Hebbal,1645.0,3.0,113.0,3.0
2875,Hebbal,1420.0,2.0,99.39,2.0
2877,Hebbal,3520.0,5.0,320.0,3.0
2878,Hebbal,1162.0,2.0,69.0,2.0
2879,Hebbal,1100.0,2.0,60.0,2.0
2880,Hebbal,4235.0,5.0,364.0,4.0
2881,Hebbal,1299.0,2.0,97.0,2.0
2883,Hebbal,2470.0,5.0,192.0,4.0
2884,Hebbal,1645.0,3.0,117.0,3.0
2885,Hebbal,1920.0,3.0,134.0,3.0
2886,Hebbal,3520.0,5.0,240.0,3.0
2887,Hebbal,1920.0,3.0,150.0,3.0
2888,Hebbal,2375.0,4.0,189.0,4.0
2889,Hebbal,1420.0,2.0,99.26,2.0
2890,Hebbal,1252.0,2.0,92.0,2.0
2891,Hebbal,2790.0,4.0,198.0,4.0
2892,Hebbal,1162.0,2.0,59.0,2.0
2893,Hebbal,1294.0,2.0,115.0,2.0
2894,Hebbal,1150.0,2.0,57.0,2.0
2895,Hebbal,1740.0,2.0,137.0,3.0
2897,Hebbal,1662.0,3.0,155.0,3.0
2898,Hebbal,2250.0,3.0,219.0,3.0
2899,Hebbal,1349.0,2.0,98.0,2.0
2900,Hebbal,4000.0,6.0,370.0,4.0
2901,Hebbal,1349.0,2.0,96.8,2.0
2902,Hebbal Kempapura,1700.0,3.0,155.0,3.0
2903,Hebbal Kempapura,1800.0,3.0,175.0,3.0
2904,Hebbal Kempapura,2900.0,4.0,300.0,3.0
2905,Hebbal Kempapura,3522.0,3.0,380.0,3.0
2906,Hebbal Kempapura,2280.0,5.0,200.0,5.0
2907,Hebbal Kempapura,1200.0,2.0,125.0,2.0
2908,Hebbal Kempapura,2900.0,4.0,240.0,3.0
2910,Hebbal Kempapura,1300.0,2.0,102.0,2.0
2911,Hebbal Kempapura,1466.0,2.0,140.0,3.0
2913,Hebbal Kempapura,1725.0,2.0,165.0,3.0
2914,Hebbal Kempapura,1200.0,3.0,125.0,3.0
2915,Hebbal Kempapura,3408.0,3.0,260.0,3.0
2916,Hebbal Kempapura,1485.0,3.0,132.0,2.0
2917,Hebbal Kempapura,1400.0,2.0,108.0,2.0
2918,Hebbal Kempapura,1800.0,3.0,150.0,3.0
2919,Hebbal Kempapura,2400.0,5.0,200.0,5.0
2920,Hebbal Kempapura,2800.0,5.0,220.0,5.0
2921,Hebbal Kempapura,1785.0,3.0,165.0,3.0
2922,Hebbal Kempapura,3729.0,4.0,384.0,4.0
2923,Hebbal Kempapura,1600.0,3.0,170.0,3.0
2924,Hebbal Kempapura,1730.0,3.0,175.0,3.0
2926,Hegde Nagar,1569.0,3.0,101.0,3.0
2927,Hegde Nagar,3000.0,7.0,210.0,6.0
2928,Hegde Nagar,2026.0,3.0,132.0,3.0
2929,Hegde Nagar,1801.0,3.0,115.0,3.0
2930,Hegde Nagar,1050.0,1.0,56.0,2.0
2931,Hegde Nagar,1341.0,2.0,97.0,2.0
2932,Hegde Nagar,2112.95,4.0,145.0,3.0
2933,Hegde Nagar,1200.0,4.0,83.0,4.0
2934,Hegde Nagar,1703.0,3.0,113.0,3.0
2935,Hegde Nagar,1570.0,3.0,105.0,3.0
2936,Hegde Nagar,1801.0,3.0,140.0,3.0
2937,Hegde Nagar,1584.01,3.0,103.0,3.0
2938,Hegde Nagar,1965.0,4.0,125.0,3.0
2939,Hegde Nagar,1200.0,2.0,75.0,2.0
2940,Hegde Nagar,1847.0,3.0,135.0,3.0
2941,Hegde Nagar,1965.0,4.0,132.0,3.0
2942,Hegde Nagar,1703.0,3.0,125.0,3.0
2943,Hegde Nagar,1847.0,3.0,125.0,3.0
2944,Hegde Nagar,2144.6,4.0,145.0,3.0
2945,Hegde Nagar,1718.0,3.0,119.0,3.0
2946,Hegde Nagar,1847.0,3.0,123.0,3.0
2947,Hegde Nagar,1340.0,2.0,72.0,2.0
2948,Hegde Nagar,2087.01,3.0,115.0,3.0
2949,Hegde Nagar,1703.0,3.0,130.0,3.0
2950,Hegde Nagar,2087.01,4.0,135.0,3.0
2951,Hegde Nagar,1718.0,3.0,130.0,3.0
2952,Hegde Nagar,1884.0,4.0,118.0,3.0
2953,Hegde Nagar,1930.0,4.0,122.0,3.0
2954,Hegde Nagar,1584.01,3.0,104.0,3.0
2955,Hegde Nagar,1168.0,2.0,68.0,3.0
2956,Hegde Nagar,2162.03,4.0,129.0,3.0
2957,Hegde Nagar,2087.01,4.0,160.0,3.0
2958,Hegde Nagar,1000.0,2.0,66.0,2.0
2959,Hegde Nagar,1348.0,2.0,80.5,3.0
2960,Hennur,1075.0,2.0,52.0,2.0
2961,Hennur,1255.0,2.0,52.32,2.0
2962,Hennur,1225.0,2.0,57.0,2.0
2963,Hennur,1255.0,2.0,57.5,2.0
2964,Hennur,1259.0,2.0,57.0,2.0
2965,Hennur,1255.0,2.0,53.5,2.0
2966,Hennur,1285.0,2.0,60.0,2.0
2967,Hennur,1285.0,2.0,60.0,2.0
2968,Hennur,1100.0,2.0,60.0,2.0
2969,Hennur,1231.0,2.0,48.0,2.0
2970,Hennur,1255.0,2.0,58.0,2.0
2971,Hennur,1040.0,2.0,42.12,2.0
2972,Hennur,1255.0,2.0,54.5,2.0
2973,Hennur,1041.0,2.0,40.6,2.0
2975,Hennur,1255.0,2.0,55.5,2.0
2977,Hennur,1231.0,2.0,50.0,2.0
2978,Hennur,2500.0,5.0,125.0,5.0
2979,Hennur,1160.0,2.0,49.0,2.0
2980,Hennur,2400.0,3.0,135.0,3.0
2981,Hennur,1255.0,2.0,53.5,2.0
2982,Hennur,1255.0,2.0,55.5,2.0
2983,Hennur,1100.0,2.0,44.55,2.0
2984,Hennur,1255.0,2.0,57.5,2.0
2985,Hennur,960.0,2.0,48.0,2.0
2986,Hennur,1020.0,2.0,48.0,2.0
2987,Hennur,1255.0,2.0,52.32,2.0
2988,Hennur,1295.0,2.0,64.0,2.0
2989,Hennur,1935.0,3.0,102.0,3.0
2991,Hennur,1345.0,2.0,69.0,3.0
2992,Hennur,1255.0,2.0,58.0,2.0
2993,Hennur,1420.0,2.0,62.0,2.0
2994,Hennur,1155.0,2.0,54.5,2.0
2995,Hennur,1255.0,2.0,52.32,2.0
2996,Hennur,1255.0,2.0,52.35,2.0
2998,Hennur,1255.0,2.0,54.5,2.0
2999,Hennur,1830.0,2.0,113.0,3.0
3000,Hennur,1255.0,2.0,55.5,2.0
3001,Hennur,1255.0,2.0,53.57,2.0
3002,Hennur,1255.0,2.0,56.5,2.0
3003,Hennur,1050.0,2.0,42.73,2.0
3004,Hennur,1295.0,2.0,62.0,2.0
3005,Hennur Road,2089.0,3.0,140.0,3.0
3006,Hennur Road,5000.0,8.0,250.0,8.0
3007,Hennur Road,1385.0,2.0,83.09,2.0
3009,Hennur Road,2264.0,3.0,159.0,3.0
3010,Hennur Road,1157.0,2.0,84.0,2.0
3011,Hennur Road,1904.0,3.0,120.0,3.0
3012,Hennur Road,1891.0,3.0,109.0,3.0
3013,Hennur Road,1561.0,3.0,95.0,3.0
3015,Hennur Road,2060.0,3.0,149.0,3.0
3016,Hennur Road,1482.0,2.0,92.0,3.0
3017,Hennur Road,1232.0,2.0,89.0,2.0
3018,Hennur Road,1065.0,2.0,42.6,2.0
3020,Hennur Road,1482.0,2.0,87.0,3.0
3021,Hennur Road,1891.0,3.0,139.0,3.0
3022,Hennur Road,1703.0,3.0,101.0,3.0
3023,Hennur Road,1232.0,2.0,69.61,2.0
3024,Hennur Road,987.0,2.0,49.0,2.0
3026,Hennur Road,2160.0,3.0,160.0,3.0
3028,Hennur Road,1680.0,3.0,99.27,3.0
3029,Hennur Road,1065.0,2.0,42.6,2.0
3030,Hennur Road,1385.0,2.0,83.09,2.0
3032,Hennur Road,2350.0,3.0,174.0,3.0
3033,Hennur Road,1586.0,3.0,93.94,3.0
3034,Hennur Road,1975.0,3.0,123.0,3.0
3035,Hennur Road,1290.0,2.0,94.5,3.0
3036,Hennur Road,901.0,2.0,49.5,2.0
3037,Hennur Road,1445.0,3.0,86.56,3.0
3038,Hennur Road,1482.0,2.0,97.0,3.0
3039,Hennur Road,1182.0,2.0,82.5,2.0
3041,Hennur Road,1036.0,2.0,59.46,2.0
3042,Hennur Road,1891.0,3.0,109.0,3.0
3043,Hennur Road,1232.0,2.0,69.61,2.0
3045,Hennur Road,2320.0,3.0,170.0,3.0
3046,Hennur Road,1936.0,3.0,118.0,3.0
3047,Hennur Road,1480.0,2.0,65.0,2.0
3048,Hennur Road,1590.0,3.0,96.5,3.0
3049,Hennur Road,1445.0,2.0,105.0,3.0
3050,Hennur Road,1036.0,2.0,59.45,2.0
3051,Hennur Road,1832.0,3.0,125.0,3.0
3052,Hennur Road,1359.0,2.0,104.0,2.0
3053,Hennur Road,1341.0,2.0,75.76,2.0
3054,Hennur Road,1040.0,2.0,50.0,2.0
3056,Hennur Road,1414.0,2.0,84.18,2.0
3057,Hennur Road,1949.0,3.0,133.0,3.0
3058,Hennur Road,1232.0,2.0,89.0,2.0
3059,Hennur Road,1250.0,2.0,77.88,3.0
3060,Hennur Road,2502.0,4.0,180.0,4.0
3061,Hennur Road,1831.0,3.0,110.0,3.0
3062,Hennur Road,1232.0,2.0,87.0,2.0
3063,Hennur Road,1232.0,2.0,74.0,2.0
3064,Hennur Road,1232.0,2.0,66.0,2.0
3065,Hennur Road,1341.0,2.0,95.0,2.0
3067,Hennur Road,1232.0,2.0,88.0,2.0
3068,Hennur Road,2365.0,4.0,175.0,3.0
3069,Hennur Road,1310.0,2.0,66.0,2.0
3071,Hennur Road,1015.0,2.0,50.0,2.0
3073,Hennur Road,2264.0,3.0,168.0,3.0
3074,Hennur Road,2002.0,3.0,120.0,3.0
3075,Hennur Road,1232.0,2.0,69.6,2.0
3076,Hennur Road,1195.0,2.0,73.0,2.0
3077,Hennur Road,1020.0,2.0,47.0,2.0
3078,Hennur Road,5100.0,6.0,375.0,5.0
3079,Hennur Road,1061.0,2.0,54.92,2.0
3081,Hennur Road,1020.0,2.0,45.0,2.0
3082,Hennur Road,2041.0,3.0,128.0,3.0
3083,Hennur Road,1232.0,2.0,87.0,2.0
3084,Hennur Road,1066.0,2.0,52.23,2.0
3085,Hennur Road,973.0,2.0,56.0,2.0
3086,Hennur Road,1255.0,2.0,84.0,2.0
3087,Hennur Road,1232.0,2.0,83.0,2.0
3088,Hennur Road,1832.0,3.0,116.0,3.0
3089,Hennur Road,2050.0,3.0,120.0,3.0
3090,Hennur Road,1445.0,2.0,86.69,3.0
3091,Hennur Road,1445.0,2.0,83.0,3.0
3094,Hennur Road,1654.0,3.0,97.8,3.0
3095,Hennur Road,1480.0,3.0,100.0,3.0
3096,Hennur Road,1450.0,3.0,88.6,3.0
3097,Hennur Road,1155.0,2.0,69.18,2.0
3098,Hennur Road,1053.0,2.0,53.0,2.0
3099,Hennur Road,1195.0,2.0,59.0,2.0
3100,Hennur Road,1904.0,3.0,129.0,3.0
3101,Hennur Road,1981.0,3.0,134.0,3.0
3102,Hennur Road,1155.0,2.0,69.18,2.0
3104,Hennur Road,1590.0,3.0,105.0,3.0
3105,Hennur Road,2041.0,3.0,138.0,3.0
3106,Hennur Road,1100.0,2.0,78.0,3.0
3107,Hennur Road,1880.0,4.0,154.0,4.0
3108,Hennur Road,1232.0,2.0,69.61,2.0
3109,Hennur Road,1748.0,3.0,103.0,3.0
3110,Hennur Road,1460.0,2.0,80.3,2.0
3111,Hennur Road,1933.0,3.0,140.0,3.0
3112,Hennur Road,1030.0,2.0,46.5,2.0
3113,Hennur Road,1232.0,2.0,69.61,2.0
3115,Hennur Road,1445.0,2.0,89.56,3.0
3116,Hennur Road,973.0,2.0,50.74,2.0
3118,Hennur Road,1305.0,2.0,77.0,3.0
3120,Hennur Road,1165.0,2.0,67.0,2.0
3121,Hennur Road,980.0,2.0,51.0,2.0
3122,Hennur Road,1232.0,2.0,80.0,2.0
3123,Hennur Road,1085.0,2.0,43.4,2.0
3124,Hennur Road,950.0,2.0,55.0,2.0
3125,Hennur Road,1140.0,2.0,56.0,2.0
3126,Hennur Road,1891.0,3.0,110.0,3.0
3129,Hennur Road,1165.0,2.0,52.0,2.0
3130,Hennur Road,1450.0,2.0,80.0,2.0
3131,Hennur Road,1155.0,2.0,69.18,2.0
3132,Hennur Road,1936.0,3.0,131.0,3.0
3133,Hoodi,985.0,2.0,67.0,2.0
3136,Hoodi,1425.0,2.0,80.0,2.0
3137,Hoodi,1420.0,2.0,75.0,2.0
3138,Hoodi,1639.0,3.0,110.0,3.0
3140,Hoodi,1639.0,3.0,98.32,3.0
3143,Hoodi,1026.0,2.0,60.87,2.0
3144,Hoodi,1050.0,2.0,50.0,2.0
3145,Hoodi,1400.0,2.0,78.0,2.0
3146,Hoodi,2400.0,5.0,160.0,5.0
3147,Hoodi,1196.0,2.0,71.74,2.0
3149,Hoodi,1500.0,2.0,84.0,2.0
3150,Hoodi,1055.0,2.0,57.63,2.0
3151,Hoodi,1925.0,2.0,114.0,3.0
3152,Hoodi,1400.0,2.0,82.0,2.0
3154,Hoodi,706.0,1.0,48.24,1.0
3155,Hoodi,1257.0,2.0,69.0,2.0
3156,Hoodi,1132.0,2.0,67.9,2.0
3157,Hoodi,1925.0,3.0,110.0,3.0
3159,Hoodi,1257.0,2.0,71.03,2.0
3160,Hoodi,1305.0,2.0,75.0,2.0
3162,Hoodi,1240.0,2.0,65.0,2.0
3164,Hoodi,1108.0,2.0,74.23,2.0
3165,Hoodi,1257.0,2.0,68.5,2.0
3166,Hoodi,1000.0,2.0,48.0,2.0
3167,Hoodi,1063.0,2.0,61.17,2.0
3168,Hoodi,1259.0,2.0,69.45,2.0
3170,Hoodi,1715.0,2.0,100.0,3.0
3172,Hoodi,1447.0,3.0,76.0,2.0
3173,Hoodi,2144.0,3.0,140.0,3.0
3174,Hoodi,1108.0,2.0,66.46,2.0
3176,Hoodi,1837.0,3.0,110.0,3.0
3177,Hoodi,3385.0,4.0,220.0,4.0
3179,Hoodi,1181.0,2.0,55.0,2.0
3180,Hoodi,1490.0,3.0,85.0,3.0
3181,Horamavu Agara,1200.0,2.0,45.0,2.0
3182,Horamavu Agara,1560.0,3.0,75.0,3.0
3183,Horamavu Agara,755.0,2.0,37.49,2.0
3184,Horamavu Agara,982.0,2.0,47.65,2.0
3185,Horamavu Agara,1650.0,2.0,75.0,3.0
3186,Horamavu Agara,950.0,2.0,39.0,2.0
3187,Horamavu Agara,1756.0,3.0,92.0,3.0
3188,Horamavu Agara,1106.0,2.0,43.09,2.0
3189,Horamavu Agara,1079.0,2.0,41.0,2.0
3190,Horamavu Agara,1265.0,2.0,65.0,3.0
3191,Horamavu Agara,1060.0,2.0,37.0,2.0
3192,Horamavu Agara,1107.83,2.0,41.51,2.0
3193,Horamavu Agara,980.0,2.0,38.19,2.0
3194,Horamavu Agara,1250.0,3.0,65.0,3.0
3195,Horamavu Agara,1145.0,2.0,41.21,2.0
3196,Horamavu Agara,2400.0,3.0,80.0,5.0
3197,Horamavu Agara,1000.0,2.0,46.0,2.0
3198,Horamavu Agara,760.0,2.0,37.49,2.0
3199,Horamavu Agara,1150.0,2.0,42.0,2.0
3201,Horamavu Agara,750.0,2.0,37.49,2.0
3202,Horamavu Agara,625.0,1.0,27.0,1.0
3203,Horamavu Agara,1080.0,2.0,38.0,2.0
3204,Horamavu Agara,994.0,2.0,42.28,2.0
3205,Horamavu Agara,1107.83,2.0,41.51,2.0
3207,Horamavu Agara,1090.0,2.0,46.0,2.0
3208,Horamavu Agara,1400.0,3.0,63.0,3.0
3209,Horamavu Agara,1557.0,3.0,70.0,3.0
3210,Horamavu Agara,1058.0,2.0,47.0,2.0
3213,Horamavu Banaswadi,1460.0,2.0,80.5,2.0
3214,Horamavu Banaswadi,1156.0,2.0,46.0,2.0
3215,Horamavu Banaswadi,1180.0,2.0,58.0,2.0
3216,Horamavu Banaswadi,1307.0,2.0,51.6,2.0
3217,Horamavu Banaswadi,3800.0,8.0,200.0,6.0
3218,Horamavu Banaswadi,1357.0,2.0,54.0,2.0
3219,Horamavu Banaswadi,925.0,2.0,38.0,2.0
3220,Horamavu Banaswadi,1272.0,2.0,48.0,2.0
3221,Horamavu Banaswadi,1225.0,2.0,49.5,2.0
3222,Horamavu Banaswadi,1272.0,2.0,51.5,2.0
3223,Horamavu Banaswadi,1272.0,2.0,51.5,2.0
3224,Horamavu Banaswadi,1156.0,2.0,46.9,2.0
3225,Horamavu Banaswadi,1200.0,2.0,45.0,2.0
3226,Horamavu Banaswadi,1254.0,2.0,47.0,2.0
3227,Horamavu Banaswadi,1610.0,3.0,68.0,3.0
3228,Horamavu Banaswadi,1210.0,2.0,50.0,2.0
3229,Horamavu Banaswadi,1357.0,2.0,54.0,2.0
3230,Horamavu Banaswadi,1272.0,2.0,50.0,2.0
3231,Horamavu Banaswadi,1200.0,2.0,45.0,2.0
3232,Horamavu Banaswadi,1025.0,2.0,45.0,2.0
3233,Horamavu Banaswadi,1081.0,2.0,52.0,2.0
3234,Horamavu Banaswadi,1000.0,2.0,50.0,2.0
3235,Hormavu,1500.0,2.0,78.0,2.0
3236,Hormavu,1150.0,2.0,55.0,2.0
3237,Hormavu,715.0,1.0,46.0,1.0
3239,Hormavu,1180.0,2.0,50.0,2.0
3240,Hormavu,1200.0,2.0,67.0,2.0
3241,Hormavu,1200.0,3.0,70.0,2.0
3242,Hormavu,1175.0,2.0,52.0,2.0
3243,Hormavu,1351.0,2.0,53.0,1.0
3244,Hormavu,1141.0,2.0,44.4,2.0
3245,Hormavu,1130.0,2.0,42.3,2.0
3247,Hormavu,1725.0,3.0,85.0,3.0
3248,Hormavu,1153.0,2.0,65.0,2.0
3249,Hormavu,1150.0,2.0,53.11,2.0
3250,Hormavu,1123.0,2.0,56.0,2.0
3251,Hormavu,1385.0,2.0,69.0,3.0
3252,Hormavu,1030.0,2.0,49.35,2.0
3253,Hormavu,1018.0,2.0,50.8,2.0
3254,Hormavu,1555.0,3.0,75.0,3.0
3255,Hormavu,1143.0,2.0,53.0,2.0
3256,Hormavu,1100.0,2.0,38.0,2.0
3257,Hormavu,1000.0,2.0,50.0,2.0
3258,Hormavu,1200.0,2.0,68.0,2.0
3260,Hormavu,1200.0,2.0,68.0,2.0
3261,Hormavu,765.0,2.0,37.49,2.0
3263,Hormavu,1250.0,2.0,60.0,2.0
3264,Hormavu,965.0,2.0,37.15,2.0
3265,Hormavu,1129.0,2.0,44.0,2.0
3266,Hormavu,1385.0,2.0,69.25,3.0
3267,Hormavu,1065.0,2.0,50.92,2.0
3268,Hormavu,1046.0,2.0,60.0,2.0
3269,Hormavu,1400.0,2.0,75.0,2.0
3271,Hormavu,1196.0,2.0,44.8,2.0
3272,Hormavu,1263.0,2.0,47.36,2.0
3273,Hormavu,1015.0,2.0,39.08,2.0
3275,Hormavu,1200.0,2.0,73.0,2.0
3276,Hormavu,1250.0,2.0,65.0,2.0
3278,Hormavu,1075.0,2.0,53.7,2.0
3279,Hormavu,980.0,2.0,42.0,2.0
3280,Hormavu,1075.0,2.0,53.7,2.0
3281,Hormavu,2282.0,4.0,115.0,4.0
3282,Hormavu,1206.0,2.0,55.0,2.0
3283,Hormavu,1310.0,2.0,67.0,2.0
3284,Hormavu,1310.0,2.0,60.0,2.0
3285,Hormavu,1020.0,2.0,45.75,2.0
3286,Hormavu,1210.0,2.0,69.0,2.0
3287,Hosa Road,1652.0,3.0,85.0,3.0
3289,Hosa Road,1161.0,2.0,55.15,2.0
3291,Hosa Road,1161.0,2.0,55.15,2.0
3292,Hosa Road,1430.0,2.0,97.52,2.0
3293,Hosa Road,1365.0,2.0,92.0,2.0
3294,Hosa Road,1243.0,2.0,48.5,2.0
3296,Hosa Road,1332.0,2.0,86.12,3.0
3297,Hosa Road,615.0,1.0,28.29,1.0
3298,Hosa Road,1318.0,2.0,85.28,3.0
3299,Hosa Road,1513.0,3.0,103.0,3.0
3300,Hosa Road,1133.0,2.0,52.0,2.0
3301,Hosa Road,1016.0,2.0,40.0,2.0
3302,Hosa Road,972.0,2.0,40.0,2.0
3303,Hosa Road,1161.0,2.0,55.15,2.0
3304,Hosa Road,1532.0,3.0,98.13,3.0
